"logFC"	"logCPM"	"PValue"	"FDR"
"ENSG00000234076.1"	8.64747827957764	3.27968833069801	9.49633916426867e-09	1.97261040802279e-06
"ENSG00000141485.16"	9.02953734747517	3.64390913354925	9.55446195270562e-09	1.97738723052815e-06
"ENSG00000138115.13"	10.44988091098	10.0755268790553	1.06942218265146e-08	2.20336853976718e-06
"ENSG00000140443.13"	-5.32528340970408	4.11238286431748	1.07246545733254e-08	2.20336853976718e-06
"ENSG00000179918.18"	3.86434064456812	6.57814597424212	1.27871028101446e-08	2.61754319451444e-06
"ENSG00000163406.10"	-6.30852210648881	4.51025259218093	1.31823242100565e-08	2.6886687563649e-06
"ENSG00000163631.16"	6.52360592846473	15.6496277663255	1.35584195864771e-08	2.75539391256878e-06
"ENSG00000109511.11"	7.78777363010022	6.60893101367034	1.36797434983941e-08	2.77004964300395e-06
"ENSG00000168234.12"	3.82544282771558	5.29718418185985	1.45177830939017e-08	2.92920990575271e-06
"ENSG00000171385.9"	8.53151058884275	3.16975301476605	1.4779449912554e-08	2.9713556211693e-06
"ENSG00000164251.4"	-5.54888064291704	3.80972080040284	1.49736785372599e-08	2.99707588408664e-06
"ENSG00000109758.8"	8.53026172099346	3.1686128137154	1.50138631679326e-08	2.99707588408664e-06
"ENSG00000133321.10"	3.82839344360852	5.26203910850357	1.55668318182675e-08	3.09647937648669e-06
"ENSG00000143079.14"	-4.42486087259419	5.35441863539785	1.66066407694096e-08	3.29168179166328e-06
"ENSG00000197594.11"	4.33876013990429	4.69978461646689	1.82397882929199e-08	3.6027101837661e-06
"ENSG00000175003.12"	4.82444484193694	6.06163527745668	1.84703261106465e-08	3.63548974736582e-06
"ENSG00000122176.10"	-8.82814301843692	3.51849009204552	1.86079957220665e-08	3.64982544662819e-06
"ENSG00000101367.8"	-3.59264024141436	6.22476549308877	1.87282359997233e-08	3.66065482337647e-06
"ENSG00000140961.12"	6.4700193522095	3.15737766441581	1.89402895965615e-08	3.68929315660636e-06
"ENSG00000072080.10"	9.15508722035357	7.45210368732377	2.13874461317689e-08	4.15159829343333e-06
"ENSG00000151632.17"	3.95547348193247	6.52268318846317	2.1473000466855e-08	4.15388183945246e-06
"ENSG00000110436.11"	9.3862491122704	3.98819810960651	2.18655586223966e-08	4.21533524496771e-06
"ENSG00000145703.15"	4.4706474234821	7.28812999618428	2.21592407003767e-08	4.25737248036283e-06
"ENSG00000112294.12"	5.34324417014555	3.73479476356996	2.25189498485365e-08	4.31176613545464e-06
"ENSG00000228499.1"	-6.40234886634474	3.76575920691101	2.30680319101398e-08	4.40192786548305e-06
"ENSG00000231991.4"	-5.0072177177682	4.20257175118985	2.39114253021799e-08	4.54745224505274e-06
"ENSG00000122971.8"	7.22459006543071	6.24996021407246	2.51783963636593e-08	4.77228103198476e-06
"ENSG00000148935.10"	6.18499646973102	3.70256216341953	2.552886156131e-08	4.822470482788e-06
"ENSG00000138613.13"	-4.57609834903696	4.33612875631219	2.64661129154208e-08	4.98279897775178e-06
"ENSG00000009950.15"	8.71561146732299	3.34480269314432	2.68629899747912e-08	5.04066098216973e-06
"ENSG00000166165.12"	-4.45746559900644	5.37265383231289	2.70885935696468e-08	5.06610696948879e-06
"ENSG00000119632.3"	-5.01657614845364	4.93871266060346	2.7346484634344e-08	5.09740284609644e-06
"ENSG00000140416.19"	-3.62738824132936	5.68343922345504	2.75497100044054e-08	5.11833605702307e-06
"ENSG00000101577.9"	4.22418508444217	7.54805673288566	2.92383938937604e-08	5.41420035349163e-06
"ENSG00000162482.4"	7.42186376790979	4.05678534869489	2.99158937346312e-08	5.52036479140825e-06
"ENSG00000115461.4"	-6.42505996661288	5.53286037250172	3.00078451347579e-08	5.52036479140825e-06
"ENSG00000140093.9"	6.79841008357209	6.47952007884404	3.0703327893199e-08	5.62991021854024e-06
"ENSG00000164114.18"	-4.74394664646335	4.89166161799559	3.11962331745697e-08	5.70171933148068e-06
"ENSG00000179344.16"	-8.91259949420224	3.59872699623473	3.1527977095168e-08	5.74370360717894e-06
"ENSG00000261012.2"	8.85267830486868	3.47419733665274	3.25478348268986e-08	5.91037182551808e-06
"ENSG00000174990.4"	6.61923043654162	3.35330721599976	3.31355964066722e-08	5.9977560402598e-06
"ENSG00000130173.13"	8.81725001660402	3.44038234055207	3.35499609977038e-08	6.05329472578123e-06
"ENSG00000163581.13"	7.7069254206508	8.95838408983716	3.47357938259473e-08	6.24722697074776e-06
"ENSG00000129757.12"	-5.56268592888777	4.34829075921762	3.69040930128329e-08	6.61605766869874e-06
"ENSG00000130508.10"	-8.85865978827669	3.54718524272073	3.73919613785557e-08	6.68224025994614e-06
"ENSG00000103064.13"	-8.65215096482734	3.35701009706149	3.95248423656002e-08	7.04105047875548e-06
"ENSG00000142669.14"	-3.65748938477221	7.62055786621114	4.06741315023929e-08	7.22293023553377e-06
"ENSG00000248144.5"	10.4891534041719	9.77054297533508	4.15114122109278e-08	7.34843373455899e-06
"ENSG00000163072.15"	-5.56853144801763	3.83615733236112	4.35929398436608e-08	7.69271900507585e-06
"ENSG00000164266.10"	-5.33938265825585	12.7942281018944	4.57958315524169e-08	8.05174449334634e-06
"ENSG00000124713.5"	8.37715415080011	3.02448382664186	4.5913523570678e-08	8.05174449334634e-06
"ENSG00000135378.3"	4.5456071119641	4.20386775403063	4.66955090840337e-08	8.16344811449537e-06
"ENSG00000128487.16"	-8.6632560698011	3.36743572925142	4.79241170572932e-08	8.35229820899754e-06
"ENSG00000181192.11"	3.65970562811864	5.4554705996781	4.84366432363105e-08	8.3929168779535e-06
"ENSG00000060982.14"	-4.62524364045361	4.38136223606402	4.84553671919224e-08	8.3929168779535e-06
"ENSG00000135269.17"	-4.12666884370968	4.75169093657253	4.95118667273564e-08	8.54960587019348e-06
"ENSG00000242779.6"	-6.82739762830291	4.17381401986318	5.03726492021835e-08	8.67164385791596e-06
"ENSG00000111716.12"	-3.82404461569672	9.78829661195649	5.38406364793187e-08	9.24039923576307e-06
"ENSG00000101680.14"	-5.05489128642314	4.24046157287109	5.41975263913308e-08	9.27337797309174e-06
"ENSG00000148926.9"	-4.56623777434034	4.70476301717918	5.46437566009389e-08	9.3213969404141e-06
"ENSG00000205364.3"	10.3502114991693	9.06055789573165	5.55796414710876e-08	9.45240107955266e-06
"ENSG00000079112.9"	-6.77445086093577	6.18149088803771	5.72095765813189e-08	9.70029727256682e-06
"ENSG00000248538.6"	-5.61291488297434	3.86772431743756	5.75677291203709e-08	9.71950305554557e-06
"ENSG00000115107.19"	6.82372560613236	3.48448347706614	5.76681651457947e-08	9.71950305554557e-06
"ENSG00000132693.12"	10.1163138768687	11.5075379390059	5.81221040874325e-08	9.76676897132489e-06
"ENSG00000158023.9"	-6.62584620587756	3.97363255115421	5.84162575632453e-08	9.78698329466598e-06
"ENSG00000261150.2"	-5.30999687662118	4.10609541309193	5.89292696072852e-08	9.84363612463769e-06
"ENSG00000110243.11"	7.64095255521427	6.15183715029536	6.14184354367151e-08	1.02290768817722e-05
"ENSG00000023839.10"	5.16455234062613	5.78240171814483	6.27674104285129e-08	1.04229080685908e-05
"ENSG00000198734.10"	5.36689194036695	6.8408444349165	6.44543372111782e-08	1.06715529547908e-05
"ENSG00000213398.7"	6.89846379021045	3.62462572314159	6.72419778772043e-08	1.11004476851656e-05
"ENSG00000182551.13"	3.48030500550299	5.59724286929532	6.93335786591094e-08	1.1412266501337e-05
"ENSG00000100079.6"	-6.46407787530462	6.56006888261045	7.10651849762613e-08	1.16631850083635e-05
"ENSG00000136881.11"	6.57579898548938	9.65037575666214	7.53349510452949e-08	1.23279953464907e-05
"ENSG00000115594.11"	4.70004771444188	4.21440595080874	7.63698608767562e-08	1.24611263140152e-05
"ENSG00000152620.12"	4.4665160261386	5.8563254966	7.71316344609146e-08	1.2549049418232e-05
"ENSG00000106927.11"	6.01337743892423	11.0172401538931	7.74912383603717e-08	1.25685633703323e-05
"ENSG00000144852.17"	8.41273438210938	3.05831334215259	7.77037912686552e-08	1.25685633703323e-05
"ENSG00000129988.5"	6.39844490291064	7.94690375296918	7.79213866066111e-08	1.25685633703323e-05
"ENSG00000094975.13"	-4.01729734840761	4.63933251776258	8.20242824233592e-08	1.31925512298805e-05
"ENSG00000116774.11"	-5.32224459576023	3.60329458251046	8.42629578569434e-08	1.35140019562419e-05
"ENSG00000001626.14"	-8.67911046219321	3.38247481221636	8.48957604695337e-08	1.35768097844076e-05
"ENSG00000267106.5"	-8.55746463796264	3.27070069308039	8.56383012155936e-08	1.36567617289785e-05
"ENSG00000271204.1"	6.24485725333651	2.94707431937367	8.78781191847363e-08	1.39743586532948e-05
"ENSG00000183044.11"	4.83024535595816	4.99152359651658	9.11108430855681e-08	1.4447613210749e-05
"ENSG00000109181.11"	10.8616751972454	8.32548965240351	9.33321026703547e-08	1.47582698191637e-05
"ENSG00000176894.9"	4.58544277542885	4.16912419929401	9.37470625024023e-08	1.47823624354278e-05
"ENSG00000071282.11"	-4.55217833492889	4.31992290647203	9.55488661318467e-08	1.50243919585476e-05
"ENSG00000129170.8"	-8.37699223042635	3.10692954671326	9.79686273330995e-08	1.53619719734322e-05
"ENSG00000143776.18"	3.57084477816843	5.04977306964026	9.88669624002156e-08	1.54597719844315e-05
"ENSG00000141753.6"	5.18608463428216	5.84091033237766	1.00291868171347e-07	1.56391416481153e-05
"ENSG00000228278.3"	7.07159930697009	11.3678049064451	1.00793117170984e-07	1.56738865881387e-05
"ENSG00000187758.7"	11.1527974819396	11.0502370895536	1.01730759575568e-07	1.5772185974405e-05
"ENSG00000254211.5"	10.250706751148	4.83615690752563	1.01985605575887e-07	1.5772185974405e-05
"ENSG00000232667.10"	9.10428724758327	3.71780471666351	1.02916111762843e-07	1.58724840533307e-05
"ENSG00000111885.6"	5.78052134687172	5.4481464158909	1.04130002508479e-07	1.6015820303852e-05
"ENSG00000235200.2"	8.65553756924254	3.28803918046177	1.04561747975036e-07	1.60384045742745e-05
"ENSG00000084734.8"	5.53988676718427	3.96613775041791	1.04870103132846e-07	1.60419910751557e-05
"ENSG00000164434.11"	-8.43244071499885	3.15623825571425	1.06185774472567e-07	1.61992298167594e-05
"ENSG00000137766.16"	-6.06938602969607	3.47002705898702	1.06765829682923e-07	1.62436995955157e-05
"ENSG00000091583.10"	7.17739799769497	12.8170481780022	1.09311958189675e-07	1.65862481465536e-05
"ENSG00000241635.7"	8.61741549379195	3.25184189725831	1.10831874186106e-07	1.66946820612547e-05
"ENSG00000136052.9"	4.49210493372748	4.79800478521392	1.10858193039114e-07	1.66946820612547e-05
"ENSG00000196260.4"	-6.18024066809649	3.56056337351744	1.10916296713788e-07	1.66946820612547e-05
"ENSG00000025423.11"	7.1932615533968	7.57420518219468	1.13190367393045e-07	1.69915342710845e-05
"ENSG00000254233.1"	-5.49001392679809	3.74780332988166	1.15714406976807e-07	1.73242316807058e-05
"ENSG00000038427.15"	-3.83294773791264	5.6720701481325	1.16775506057418e-07	1.74367203249077e-05
"ENSG00000225383.7"	-8.26705817492876	3.01136054392913	1.19190882332056e-07	1.7750297193435e-05
"ENSG00000198814.12"	5.808768856382	3.29276505804541	1.24865753248355e-07	1.85463531599199e-05
"ENSG00000143036.16"	-4.69710428260449	3.91233653817141	1.26761109871597e-07	1.87783241000048e-05
"ENSG00000249780.1"	5.60633180262094	3.15770019204536	1.27788300195155e-07	1.88808052044248e-05
"ENSG00000151655.18"	5.47232471183646	8.11237140890434	1.29044824663366e-07	1.90165453266357e-05
"ENSG00000119927.13"	3.46673853150739	5.23233924561649	1.30688833900453e-07	1.92085287904914e-05
"ENSG00000204444.10"	4.85701593025845	9.33751716860878	1.32378475708308e-07	1.94062019089786e-05
"ENSG00000169347.16"	-6.42818902446429	5.16159276928462	1.37395956555487e-07	2.00894300840988e-05
"ENSG00000126231.13"	4.75205054196313	5.62099184055469	1.41630002846461e-07	2.06074371620115e-05
"ENSG00000173559.12"	-4.28312189891755	4.27772349890493	1.4167086816653e-07	2.06074371620115e-05
"ENSG00000185420.18"	-4.26608485900577	5.4038213662489	1.43263695531353e-07	2.07854206508929e-05
"ENSG00000179059.9"	-4.66112847060347	4.18154737350044	1.44377127777625e-07	2.08931147917374e-05
"ENSG00000239474.6"	-8.48268220475557	3.20368079677856	1.4524937622559e-07	2.09654439381208e-05
"ENSG00000185201.16"	4.23780051570308	7.67258862582617	1.45976091523833e-07	2.10036809641035e-05
"ENSG00000186480.12"	5.28123664266674	5.90809366560386	1.46260510861538e-07	2.10036809641035e-05
"ENSG00000128928.8"	4.91545055185956	4.30491303524355	1.48353150017646e-07	2.12499844120695e-05
"ENSG00000211592.8"	10.810779738384	5.38887830801453	1.53362303822108e-07	2.19117364696902e-05
"ENSG00000145675.14"	3.59500833248404	5.86010422085822	1.64355972374222e-07	2.34230145642079e-05
"ENSG00000196950.13"	-3.72283567433527	5.85034760886467	1.67894297028335e-07	2.38668526833739e-05
"ENSG00000060762.18"	3.28613437144356	6.66845535397973	1.72738175454994e-07	2.44935771055113e-05
"ENSG00000169116.11"	-6.29442314330035	3.67413772910343	1.73212574625768e-07	2.44991343301718e-05
"ENSG00000110077.14"	8.40852550451211	3.05466509748023	1.82505592224917e-07	2.57488403586898e-05
"ENSG00000157184.6"	4.78828053827682	4.18454308938932	1.83285013078137e-07	2.57941581030189e-05
"ENSG00000257084.1"	-5.97814748121125	3.38755621610759	1.86447107969724e-07	2.61737332891264e-05
"ENSG00000165959.11"	5.73333950575926	3.22284719230241	1.89166469140089e-07	2.64894230032414e-05
"ENSG00000136943.10"	-3.68134079865841	6.00441857607963	1.98541748722678e-07	2.77332770740589e-05
"ENSG00000257017.8"	6.29698446290903	14.2537802466155	2.043506974181e-07	2.84740440835572e-05
"ENSG00000064666.14"	-5.98013606546789	3.38896349283069	2.14038775421084e-07	2.97503328019236e-05
"ENSG00000131016.16"	-4.79172458602376	3.99794449551148	2.15857545108649e-07	2.99292334650275e-05
"ENSG00000072682.18"	-3.7632800789333	6.19520427896396	2.16976689538744e-07	3.00104884132789e-05
"ENSG00000213190.3"	-4.60678460715516	7.02475928893044	2.24133355276821e-07	3.09243602171522e-05
"ENSG00000179761.11"	7.40552325033029	5.92276345616754	2.2745294986978e-07	3.13056452494365e-05
"ENSG00000109099.13"	-8.28184564169224	3.02151944327843	2.32665477764682e-07	3.19449700970909e-05
"ENSG00000130813.17"	6.64386593852676	3.31255779257747	2.33985945053202e-07	3.20481041481262e-05
"ENSG00000132541.10"	4.1720222459819	9.82578471768717	2.34738049953751e-07	3.20730802088507e-05
"ENSG00000139631.18"	4.01608543681255	4.1649724603902	2.38992586145611e-07	3.25753260336438e-05
"ENSG00000066405.12"	-6.25894088691627	3.63106656787713	2.39794451505271e-07	3.2605674054556e-05
"ENSG00000084110.10"	9.73364092528071	4.32614222318982	2.46948101243642e-07	3.34974685862852e-05
"ENSG00000123453.17"	8.11817103450353	2.78352590550617	2.48147913963853e-07	3.35793041364595e-05
"ENSG00000153071.14"	-3.9772347652184	5.30307706749981	2.50939623814266e-07	3.38756456675695e-05
"ENSG00000150347.14"	-3.88508857440102	7.03028056731116	2.6266444333399e-07	3.5373611264594e-05
"ENSG00000118308.15"	-8.08762094269659	2.85241394792425	2.63951361122544e-07	3.54620858512444e-05
"ENSG00000166927.12"	8.28857062639877	2.94115199136132	2.68607407465934e-07	3.60017066392376e-05
"ENSG00000165434.7"	-8.05885983487199	2.82710630975571	2.90827570133341e-07	3.8887307376523e-05
"ENSG00000184349.12"	-6.53424718951762	3.90057588586674	2.99876481020547e-07	3.99716711543378e-05
"ENSG00000205542.10"	-4.59656710333858	12.0537522906076	3.00357360564988e-07	3.99716711543378e-05
"ENSG00000168615.11"	-4.13581792335781	4.32103128140692	3.0594990944606e-07	4.06199015387902e-05
"ENSG00000284428.1"	-3.85444878132075	4.49211921909193	3.17969854383256e-07	4.21164165006979e-05
"ENSG00000062282.14"	4.47994762729859	3.69759249758913	3.46674127820604e-07	4.58106260032987e-05
"ENSG00000214870.8"	-8.0212070677895	2.79389108511368	3.5139515471143e-07	4.63257317193689e-05
"ENSG00000101928.12"	-3.86636991763103	6.19210323003469	3.57409022523944e-07	4.70084722078046e-05
"ENSG00000100024.14"	6.23743313151126	5.03300488802385	3.6039889437836e-07	4.72635733200196e-05
"ENSG00000177984.6"	-8.09679366495632	2.86116233523579	3.6102777481407e-07	4.72635733200196e-05
"ENSG00000160182.2"	-5.31834504562584	4.50278278584728	3.73942284891116e-07	4.88406799150246e-05
"ENSG00000102967.11"	3.75040713791339	4.76540843344589	3.8516194084031e-07	5.01896322586193e-05
"ENSG00000155366.16"	-3.20237804381736	6.48066852826505	3.87872301092097e-07	5.03365064300422e-05
"ENSG00000135919.12"	-8.00789970197587	2.78258262927141	3.88077448184291e-07	5.03365064300422e-05
"ENSG00000153294.11"	-8.31847872236709	3.05628634342791	3.93049786172141e-07	5.08642565815824e-05
"ENSG00000137831.14"	-3.35256020769282	7.32726965897013	4.00377595447407e-07	5.16937063773415e-05
"ENSG00000073734.8"	10.3390205319044	4.92325072484151	4.10506436636678e-07	5.2880180406381e-05
"ENSG00000196924.14"	-8.1183649836139	2.88050403207467	4.14500105320895e-07	5.32727270064593e-05
"ENSG00000136689.18"	8.09547477406294	2.76228380885252	4.23495248624584e-07	5.43048246715802e-05
"ENSG00000089472.16"	-5.01758160576426	4.19000050042333	4.33190703053729e-07	5.54218278340989e-05
"ENSG00000234741.7"	-3.25481878255703	7.83626220272172	4.3870005238477e-07	5.59994150768613e-05
"ENSG00000166840.13"	8.38377684880358	7.02893029116855	4.40863128993685e-07	5.61482084172885e-05
"ENSG00000142867.12"	-4.21552044167211	4.00894074991038	4.51312928181999e-07	5.73493423615108e-05
"ENSG00000196705.8"	-4.53261976871876	3.76416698391853	4.57433368619671e-07	5.7996163557899e-05
"ENSG00000166128.12"	-4.3827928381718	4.53547382875273	4.79853101999513e-07	6.07019565637271e-05
"ENSG00000151365.2"	10.2542950758858	4.83986658631376	5.11454219697548e-07	6.45544672408835e-05
"ENSG00000101856.9"	3.12073761886129	6.40160340309716	5.14161803482649e-07	6.4751029985344e-05
"ENSG00000250799.9"	8.18864760256247	2.84942026761703	5.15554433901841e-07	6.47814860438311e-05
"ENSG00000204264.8"	4.04366150319808	5.01624769002585	5.22172382736717e-07	6.5466926372824e-05
"ENSG00000170954.11"	-5.33992474277815	3.61132163686978	5.27400651123305e-07	6.59754774526316e-05
"ENSG00000111713.2"	10.3268609559898	4.91130264346653	5.29203808685441e-07	6.60542572113737e-05
"ENSG00000137642.12"	5.52151114079978	4.85617418422291	5.44593658877195e-07	6.78248027415352e-05
"ENSG00000206538.8"	-7.94631522243811	2.72879025078122	5.57836388749693e-07	6.93207148606765e-05
"ENSG00000075223.13"	-8.06577162232441	2.83120117789257	5.61531131690127e-07	6.96261497714368e-05
"ENSG00000204287.13"	7.99722229177447	2.67242218986908	5.68409961569372e-07	7.03241801464278e-05
"ENSG00000108187.15"	4.09495231054436	7.03832143345732	5.81694604085571e-07	7.18099437451514e-05
"ENSG00000173391.8"	-6.27304282106902	3.64783029535308	6.17127581028734e-07	7.60174243300886e-05
"ENSG00000065911.11"	-4.50164190785525	6.53476971666218	6.28263538493004e-07	7.72201733021543e-05
"ENSG00000134198.9"	-5.92556047338982	3.3296967925015	6.32742462553106e-07	7.76012449771285e-05
"ENSG00000181467.4"	-4.24537026924641	4.40989796682261	6.40563210354131e-07	7.83896191314458e-05
"ENSG00000180210.14"	4.17931239811245	7.71428256503293	6.43638377436919e-07	7.85950871606431e-05
"ENSG00000198099.8"	10.1603474057519	7.62653766871552	6.55367745938609e-07	7.98541483162816e-05
"ENSG00000271977.1"	-8.07730058253995	2.84492051611969	7.01422542462606e-07	8.52811645417872e-05
"ENSG00000146072.6"	-7.91637451670158	2.70312833406081	7.07749718460831e-07	8.58649890114559e-05
"ENSG00000198670.11"	4.58734517214824	4.36745975755116	7.32059116513569e-07	8.86232340772008e-05
"ENSG00000148965.9"	6.2977924835906	9.54235330255335	7.58322022379212e-07	9.16056257635043e-05
